id,tweet,class
4007,usairway hold hrs one phone hung anoth reach person weather condit make excus,negative
4008,jetblu thank help,neutral
4009,americanair great job tyr ground crew let get bird outta tell flight wait mike,positive
4010,americanair dai_presid good luck dfw even,positive
4011,usairway huge prop parizad checkin sacramento help friday get home airlin delay,positive
4012,jetblu mint crew flight lax mintalici truebluelov shelleyandmarcrock travel air,positive
4013,jetblu absolut worri never fli ever even hitch hike cross countri passengersarepeopl,negative
4014,virginamerica miss worri togeth soon,neutral
4015,unit birthday fianc amp want travel late flight april fave airlin frontier,neutral
4016,unit come back iflyoakland huge east bay custom base due sfo miss,positive
4017,virginamerica miss nerdbird san jose,neutral
4018,unit board plane would much faster board back front instead front back makessens effici travel fli,negative
4019,usairway make reserv,neutral
4020,americanair pleas tri call see happen understand allrepresentativesbusi nooption,negative
4021,usairway passeng maiden name end last name onlin flight book problem yes understand non transfer,negative
4022,jetblu flight delay horribl plan jet blue jetblu,negative
4023,usairway hang start think person,negative
4024,jetblu look arrang nice flight sea ish compar cost someth direct yvr,neutral
4025,southwestair make break either way,neutral
4026,americanair sure hope fix usairway good luck servic suck nexttimeiwillflysouthwest,negative
4027,jetblu sent suggest comment via link provid,neutral
4028,americanair obvious see agent book tomorrow morn hotel transport pregnantwithtwin strand angri,negative
4029,jetblu ooh good one speak miamor know iador love lovesongfriday,positive
4030,unit got email cust care issu offer voucher claim email back got repli,neutral
4031,___rt jetblu fleet fleek,neutral
4032,jetblu even year earthquak haiti still need help rebuild flyingitforward,neutral
4033,americanair aggrav baggag fee disappear gas price drop,negative
4034,americanair flight tomorrow got cancel flightl need find altern get dalla pleas help,negative
4035,unit unitedairlin ord abq even take walk without miss chang,negative
4036,unit ord hotel issu old ticket need fix anoth hour agent nightmar still,negative
4037,americanair request call back cancel flight flight dfw take long rerout custom servic lack,negative
4038,southwestair dmed guy ____,neutral
4039,unit confirm gcvwj pleas way make kailua tonight thank,neutral
4040,jetblu haha everyth right chang thing slash twitter engag make even cooler bestairlin,positive
4041,jetblu book flight guy reconsid decis read tweet,negative
4042,unit fill form havent receiv sort email confirm receiv normal,neutral
4043,americanair airlin unit spent three extra day travel domest spent hundr dollar,negative
4044,southwestair get ticket feb imagin dragon show,neutral
4045,americanair yep one camera memori card,positive
4046,southwestair sure send messag,neutral
4047,virginamerica thank best custom servic left industri,positive
4048,unit custom servic lack owe gopro camera also appreci interrupt everi time speak thank,negative
4049,virginamerica watch best student film countri feet cmfatfeet,neutral
4050,americanair one help bag lost honeymoon month ago respons profession,negative
4051,usairway check onlin flight tomorrow,negative
4052,unit frustrat fli experi one continu dunno time leav today dunno code,negative
4053,unit thank help,positive
4054,americanair daughter record loc kybilc travel need adjac seat across isl,neutral
4055,jetblu beatriz susan gate mco,positive
4056,southwestair want chang anytim flight leav phone hold min phone answer say sorri dice,negative
4057,jetblu left coat flight morn overhead bin report seat thx ticket,neutral
4058,usairway baggag allow flight glasgow thank,neutral
4059,southwestair imaginedragon pick someon destin dragon,neutral
4060,southwestair everyon deserv red carpet destroy luggag amp give voucher like want fli,negative
4061,jetblu btw robin hay speak next month uschamb aviat summit ought give shout twitter team rock,positive
4062,jetblu magic eight ball never steer wrong,positive
4063,southwestair yep two hour thirti minut,negative
4064,southwestair unveil new flight includ ohio,neutral
4065,americanair still stuck airport aadelay,negative
4066,unit great thank,positive
4067,virginamerica flight book problem last second flight next week sfo san chanc want gift promo code sinc love guy,positive
4068,virginamerica wifi better seat,positive
4069,virginamerica love see girl inspir becom pilot free woaw event march abq,neutral
4070,unit thank,positive
4071,unit cant back airport work wont time tell serious way,negative
4072,usairway get beer pleas flight,neutral
4073,southwestair airlin chang ticket price middl day annoy,negative
4074,jetblu pdx jfk suuuuper hot,positive
4075,southwestair worst custom servic earth never fli airlin,negative
4076,virginamerica tri offer charg addit new ticket strand thur time last time,negative
4077,southwestair appreci repli hope lax agent get memo cheer,positive
4078,americanair frustrat usairway attitud toward execplat member thenewamerican,negative
4079,unit book flight yesterday receiv email confirm number today got error activ flight segment,neutral
4080,americanair sorri late flight respond,negative
4081,americanair flight delay hour meal despit earli request attend seat fell leg badservic,negative
4082,southwestair airlin understand militari famili unpredict chang pound,positive
4083,jetblu head page longer exist,negative
4084,southwestair wtf flight delay board board pass disappear southwest app,negative
4085,southwestair last week flew dal lax got almost hour earli thank,positive
4086,southwestair fsve correct attend error gave attitud made rude show take back nut amp said well late flight,negative
4087,southwestair get ticket,neutral
4088,jetblu littl time lol well actual lot day excit,positive
4089,southwestair yes everyth work great,positive
4090,usairway awesom yes upinairclair,positive
4091,unit yea saw move china bag pay whatev want make sure bring mani,neutral
4092,usairway cant help frustrat hour call end disconnect answer especi div pref member,negative
4093,southwestair thank still wish someon pick phone hrs dead phone take tweet refund confirm,negative
4094,americanair logo look like glass,neutral
4095,jetblu tri love custom servic thank,positive
4096,usairway thank,positive
4097,unit repli custom refund form unitedairlin,negative
4098,americanair dalla chanc catch boston need run gate,neutral
4099,jetblu feel nice got go let swap fool make better,neutral
4100,unit disappoint silverairway partner communic extrem late flight flight realli around horribl,negative
4101,southwestair thank,positive
4102,southwestair roger wilco,negative
4103,americanair time hrs pass got call back ticket fault yet pay extra,negative
4104,southwestair teach new travel research budget amp save trip today,neutral
4105,usairway charg overs overweight,neutral
4106,southwestair hilari flight attend vega detroit tonight,neutral
4107,unit thank secur room night thx help custom servic rep dorn thank goodenoughmoth,positive
4108,usairway help seat assign peopl flight phx hnl seat split anyth great,neutral
4109,jetblu whatev lil mint heart desir,neutral
4110,southwestair could mayb hook fuyukaidesuyo imagin dragon ticket tonight shes hugeeee fan amp would realli love,neutral
4111,jetblu window exit give away,neutral
4112,unit tri locat passeng land hrs ago heathrowairport assist flight still custom pleas help,neutral
4113,unit respons week sinc complaint submit day sinc said would look,negative
4114,southwestair attend atl airport awesom help cancel flightlat morn,positive
4115,usairway shoutout kristi gate pvd today rockstar tremend help tough situat promotethatgirl,positive
4116,unit unschedul refuel stop miss connect flight home look ward bed big amp sandwich,negative
4117,americanair mad love nyc,positive
4118,americanair min still hold chg award travel sorrynotsorri,negative
4119,usairway receiv brochur mail tout benefit advantag card usa merg baggag includ,neutral
4120,southwestair take midway chicago march april make americanair get flyohar year round flypbi,neutral
