id,tweet,class
2302,american americanair thank make worst fli experi ever never book airlin train flight attend better,negative
2303,virgin america virginamerica appli member inflight crew team interest flightattend dreampath,positive
2304,airway usairway breath heavili super help thank,positive
2305,unit unit comput stop give updat took flight info app ridicul keep peopl updat,negative
2306,unit unit tri standbi denver tonight cancel flight father son trip till next year thx tri,positive
2307,airway usairway anyon know hold time usairway reserv,neutral
2308,virgin america virginamerica flight stuff wrong noth worst flight ever,negative
2309,airway usairway realli tri alreadi got messag avail next idea,negative
2310,southwest southwestair follow send,neutral
2311,virgin america virginamerica plz help win bid upgrad flight lax sea ___,neutral
2312,southwest southwestair start xdaili flight columbus boston bostonlogan aug avgeek,neutral
2313,american americanair compani polici refus employe speak employe phone interest,negative
2314,southwest southwestair cant look confirm number moment mobil email longer inbox,neutral
2315,airway usairway worri abl read stephenrodrick entir book hold themagicalstrang,neutral
2316,unit unit realli great amp flatter stori proud via parachuteguy,negative
2317,southwest southwestair arrang reimburs rental get,neutral
2318,delta jetblu thank,positive
2319,unit unit yul ord,neutral
2320,american americanair nice read thank much,positive
2321,southwest southwestair think great peopl work,positive
2322,unit unit want cancel flightl ticket special guess even unit,negative
2323,unit unit check agent tag bag stand line hell,negative
2324,american americanair know suicid second lead caus death among teen,neutral
2325,southwest southwestair read board polici group travel kid rang possibl sit togeth,neutral
2326,airway usairway pregnant ladi hope amp pray hubbi flight bwi get ground like get babi,neutral
2327,unit unit fli iad tomorrow even expect delay cancel flightlat snow storm,neutral
2328,american americanair none lax flight dfw cancel flightl land fine complet arbitrari,positive
2329,virgin america virginamerica kinda suck earphon jack work flight may want look futur passeng,negative
2330,unit unit pleasant surpris qualiti servic flight flew lga cle den friend crew love concept byod worksnic,positive
2331,southwest southwestair fortunemagazin congrat,positive
2332,southwest southwestair new day new chanc right thing never late flight honest,neutral
2333,airway usairway help,neutral
2334,unit unit spoke baggag contact number said tri get bag stay iad pick tmrw,negative
2335,unit unit excit put earlier flight get home woo hoo travel ______,positive
2336,airway usairway made thank help,positive
2337,southwest southwestair use alway fli southwest,positive
2338,virgin america virginamerica today must mean need take anoth trip,neutral
2339,delta jetblu one way let select citi strang fair look normal,negative
2340,unit unit mayb return trip,positive
2341,southwest southwestair ive airlin everyon els great sour whole experi hope next time,negative
2342,delta jetblu okay new screen laptop larg amp real nice amp wifi appreci thank god tini lil man middl seat,positive
2343,southwest southwestair thank ride chicago kmdw,positive
2344,southwest southwestair amaz servic stewardess den cun cun atl atl lax thank,positive
2345,unit unit pick bring shuttl went doubl check said still concours,negative
2346,airway usairway custom servic best rachel took great care phx airport,positive
2347,southwest southwestair cancel flightl flight back queue want charg busi class stay classi,negative
2348,unit unit yes thx land,positive
2349,airway usairway ask sop said yet flight noth polici,negative
2350,american americanair sit hour long least phone queue hope get thing rebook time least plastic wing tear,negative
2351,southwest southwestair great trip past week vega work pic southwest southwest,positive
2352,airway usairway meet california luggag,negative
2353,delta jetblu thank great servic alreadi lovejetblu,positive
2354,unit unit stuck yyz staff took break happi,negative
2355,unit unit impress super fast repli cgjase,positive
2356,unit unit thank,positive
2357,delta jetblu felt bit like ad insult injuri sinc termin seven hour next flight,negative
2358,delta jetblu thank see soon,positive
2359,virgin america virginamerica happi spend day togeth let,positive
2360,american americanair dollar ticket chicago yes pleas,positive
2361,delta jetblu great flight brand new jet great seat beauti plane big fan airlin,positive
2362,southwest southwestair inflight entertain tonight willi nelson imperson sang passeng peanutsandtoon,neutral
2363,delta jetblu board realli impress learnt valuabl lesson,negative
2364,airway usairway hour hold give borrow phone longer hour,negative
2365,airway usairway book use sort breavement program need get home pop funer,neutral
2366,delta jetblu jayvig yes great real time exampl thank awesom jetblu jvmchat,positive
2367,unit unit thank ticket,positive
2368,southwest southwestair gotcha,positive
2369,american americanair kaha would nice could actual talk reserv team hang sinc last night,negative
2370,unit unit illiter magic code make custom servic site work,negative
2371,southwest southwestair flight attend realli funni sass give life,positive
2372,airway usairway wait get bag flight delay plus hrs delay way never fli,negative
2373,unit unit tks repli psp employe blame late flight departur potus main reason dvr flt late flight amp insuffici ground crew handl,negative
2374,delta jetblu card compani explain issu phone mexico purchas new ticket phone,neutral
2375,american got phone americanair custom servic minut get issu resol guy awesom,positive
2376,american americanair receiv ticket thank help,positive
2377,american americanair forgot select ksml flight minut hour mark way chang,neutral
2378,southwest southwestair make world better place visit elder relat,positive
2379,delta jetblu captain take lot muscl frown smile readi flyin mean,neutral
2380,southwest southwestair tri far away king scollegelondon possibl chariti today would help jailbreak rag,neutral
2381,airway usairway right use shuttl ticket lga bos shuttl flight probabl gonna miss,negative
2382,southwest southwestair exampl pay hotel amp food transport altern citi fli give clear record alt flight,negative
2383,airway usairway amp dfw psp thank,positive
2384,delta jetblu share come,neutral
2385,unit unit thank much appreci help,positive
2386,delta jetblu thank flight leav arriv airport earli wed sept grate fli btv,positive
2387,unit unit need make chang reserv seat bought ticket error amp comp seat,negative
2388,delta jetblu man sit next termin scent tht cant quit put finger pls dnt let sit flight,neutral
2389,unit unit lisa amaz guy much,neutral
2390,american americanair lost found like talk hormon teenag refus talk useless wastedeffort fail,negative
2391,american americanair thank dart get home time work morn den dfw wast vaca day dartmedia,positive
2392,unit unit would next flight hayden steamboat,neutral
2393,delta jetblu thank stbernard take time read page find info supervisor felt insist tho show previous comm,positive
